link,time
https://www.androidcentral.com/heres-how-fix-glide-typing-gboard-when-it-acts,2018-09-15T17:10:01Z
https://www.androidcentral.com/amazfit-verge-new-smartwatch-xiaomi-costs-just-115,2018-09-17T17:39:19Z
https://www.androidcentral.com/pandora-being-purchased-siriusxm-35-billion,2018-09-24T13:10:23Z
https://appleinsider.com/articles/18/09/01/app-roundup-google-duo-office-365-reeder-3-viber-more,2018-09-01T12:46:46Z
https://www.androidcentral.com/samsung-internet-90-update-brings-lots-visual-changes,2018-09-20T15:14:06Z
https://www.androidcentral.com/skagen-falster-2-smartwatch-now-available-275-and,2018-09-14T16:58:00Z
https://www.androidcentral.com/mrmobile-samsung-galaxy-watch-buy-it-do-it-soon,2018-09-21T16:09:59Z
https://www.androidcentral.com/rcs-features-will-work-between-android-messags-and-samsung-messages-users,2018-09-12T13:14:58Z
https://www.androidcentral.com/travis-touch-android-powered-universal-translator-it-too-late,2018-09-14T20:47:33Z
https://searchengineland.com/google-admits-its-using-very-limited-personalization-in-search-results-305469,2018-09-17T13:01:25Z
https://blog.hubspot.com/marketing/top-search-engines,2018-09-25T11:00:00Z
https://www.androidpolice.com/2018/09/06/google-experimenting-new-podcast-app-called-shortwave/,2018-09-07T05:36:23Z
https://www.searchenginejournal.com/complete-guide-google-analytics/263087/,2018-09-19T13:45:28Z
https://www.npr.org/2018/09/10/646267932/manslaughter-charge-for-dallas-police-officer-who-killed-a-man-in-his-own-apartm,2018-09-10T15:36:04Z
https://www.fastcompany.com/90241616/see-mailchimps-weird-new-branding?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcodesign%2Ffeed+%28Co.Design%29,2018-09-26T15:00:35Z
https://www.theregister.co.uk/2018/09/10/boffins_bash_google_translate_for_sexist_language/,2018-09-10T23:49:50Z
https://www.androidauthority.com/google-birthday-907782/,2018-09-27T14:23:15Z
https://searchengineland.com/eu-approves-controversial-copyright-directive-aimed-at-google-facebook-twitter-305260,2018-09-12T09:53:05Z
https://searchengineland.com/google-amp-to-use-consensus-seeking-governance-model-305614,2018-09-18T16:50:38Z
https://www.cnet.com/news/movies-and-shows-netflix-october-2018/,2018-09-24T18:12:16Z
https://www.cnet.com/news/9-great-reads-from-cnet-this-week-092218/,2018-09-22T12:00:07Z
https://tech.slashdot.org/story/18/09/06/205221/ive-seen-the-future-of-consumer-ai-and-it-doesnt-have-one,2018-09-06T20:40:00Z
https://arstechnica.com/gadgets/2018/09/native-support-for-windows-file-sharing-coming-to-chrome-os/,2018-09-11T17:30:50Z
https://arstechnica.com/gadgets/2018/09/the-oneplus-6-gets-its-official-android-9-pie-update/,2018-09-23T15:30:30Z
https://www.searchenginejournal.com/google-introduces-new-search-engine-for-finding-datasets/268337/,2018-09-05T21:17:30Z
https://news.slashdot.org/story/18/09/05/128209/amazon-accelerating-effort-to-bring-cs-to-more-than-133000-us-schools,2018-09-05T16:00:00Z
https://searchengineland.com/european-publishers-accuse-google-and-facebook-of-plundering-their-content-304902,2018-09-04T13:36:41Z
https://www.windowscentral.com/master-microsoft-excel-and-google-sheets-only-19,2018-09-25T15:30:03Z
https://searchengineland.com/smx-advanced-2018-keynote-with-ilya-grigorik-of-google-300706,2018-09-07T14:00:00Z
https://www.xda-developers.com/google-calculator-material-theme-redesign/,2018-09-18T03:30:57Z
https://www.xda-developers.com/google-maps-group-planning/,2018-09-27T13:00:41Z
https://www.macworld.com/article/3307176/iphone-ipad/google-maps-is-finally-compatible-with-apple-carplay.html,2018-09-18T19:18:00Z
https://www.xda-developers.com/google-chrome-doesnt-auto-sync-data/,2018-09-24T15:44:43Z
https://www.xda-developers.com/google-home-hub-charcoal/,2018-09-26T18:11:56Z
https://www.xda-developers.com/download-google-camera-hdr-poco-f1-xiaomi-mi-8/,2018-09-28T13:01:22Z
https://www.xda-developers.com/google-new-wear-os-design-update/,2018-09-28T17:04:27Z
https://www.xda-developers.com/google-photos-library-api-available/,2018-09-11T14:21:01Z
https://www.marketwatch.com/story/heres-how-smart-speakers-need-to-get-smarter-2018-09-20,2018-09-20T09:03:31Z
https://www.xda-developers.com/e-google-free-lineageos-fork-nexus-oneplus-xiaomi/,2018-09-14T20:30:17Z
https://www.xda-developers.com/google-pixel-3-pixel-3-xl-forums/,2018-09-14T18:46:41Z
https://www.fastcompany.com/90230313/how-search-engines-are-failing-suicidal-users?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcodesign%2Ffeed+%28Co.Design%29,2018-09-06T08:00:12Z
https://thenextweb.com/?p=1151424,2018-09-14T14:06:13Z
https://thenextweb.com/?p=1154989,2018-09-28T12:59:01Z
https://www.androidauthority.com/google-news-update-september-2018-903466/,2018-09-10T17:19:38Z
https://androidandme.com/2018/09/news/google-pixel-3-teaser-october-9-event/,2018-09-14T05:10:31Z
https://www.theatlantic.com/technology/archive/2018/09/google-climate-change-greenhouse-gas-emissions/571144/,2018-09-25T11:30:00Z
https://searchengineland.com/google-my-business-testing-future-opening-dates-in-the-local-panel-for-new-businesses-305376,2018-09-14T09:00:17Z
https://mashable.com/article/more-dynamic-desktop-wallpapers-mojave/,2018-09-28T14:07:41Z
https://www.xda-developers.com/open-gapps-arm-arm64-android-pie-roms/,2018-09-07T03:27:08Z
https://searchengineland.com/hurricane-florence-query-shows-google-delivering-zero-search-results-again-in-web-search-305282,2018-09-12T12:26:41Z
https://searchengineland.com/when-users-log-into-gmail-or-youtube-theyre-now-also-logged-in-to-chrome-305801,2018-09-24T11:43:17Z
https://www.xda-developers.com/android-security-september-google-pixel-2/,2018-09-04T17:43:17Z
https://www.freetech4teachers.com/2018/09/5-ways-to-use-google-slides-besides.html,2018-09-27T02:02:00Z
https://www.nytimes.com/2018/09/10/arts/television/the-first-hulu-beau-willimon-sean-penn.html,2018-09-10T14:08:06Z
https://www.popsci.com/fitness-trackers-google-heart-points,2018-09-05T21:15:55Z
https://www.blog.google/products/search/tips-people-behind-your-favorite-google-products/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+OfficialGmailBlog+%28Gmail+%7C+Google+Blog%29,2018-09-21T18:40:00Z
https://www.cnet.com/news/google-doodle-pays-tribute-to-everyones-friend-mister-rogers/,2018-09-21T05:52:32Z
https://www.androidpolice.com/2018/09/17/crackables-mysterious-puzzle-game-oneplus-google-ultimate-gaming-grand-prize/,2018-09-17T12:00:50Z
https://www.androidpolice.com/2018/09/20/nokia-7-plus-becomes-first-non-pixel-android-pies-digital-wellbeing-features/,2018-09-20T17:08:59Z
https://www.digitaltrends.com/computing/desktop-gmail-smart-reply-opt-out/,2018-09-20T20:43:30Z
https://www.diyphotography.net/google-will-soon-add-author-credits-to-images/,2018-09-28T10:05:35Z
https://www.freetech4teachers.com/2018/09/readworks-now-integrates-with-google.html,2018-09-06T21:04:00Z
https://www.freetech4teachers.com/2018/09/share-math-playground-activities-to.html,2018-09-11T14:03:00Z
https://www.nature.com/articles/d41586-018-06201-x?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,2018-09-05T00:00:00Z
https://flowingdata.com/2018/09/13/google-finding-data/,2018-09-13T11:10:42Z
https://searchengineland.com/after-google-manual-actions-expire-algorithms-may-handle-some-of-those-site-penalties-305081,2018-09-10T09:05:09Z
https://lifehacker.com/im-levi-sharpe-lifehacker-podcast-producer-and-this-i-1829207711,2018-09-21T20:00:00Z
https://www.androidpolice.com/2018/09/12/grammarly-chrome-starts-rolling-google-docs-beta-support-users/,2018-09-12T15:54:58Z
https://www.androidpolice.com/2018/09/12/google-samsung-working-together-make-sure-rcs-platforms-get-along/,2018-09-12T17:45:10Z
https://www.androidpolice.com/2018/09/14/pixel-3-teaser-might-indicate-third-mint-aqua-color/,2018-09-14T10:50:57Z
https://thenextweb.com/contributors/2018/09/28/an-entrepreneurs-guide-to-torontos-tech-scene/,2018-09-28T17:44:22Z
https://searchengineland.com/google-now-shows-dynamic-search-ad-performance-aggregated-by-landing-page-305152,2018-09-10T15:33:02Z
https://www.engadget.com/2018/09/12/google-journalism-free-g-suite-fake-news/,2018-09-12T16:44:00Z
https://androidandme.com/2018/09/news/google-feed-renamed-discover-mobile-homepage/,2018-09-24T20:04:38Z
https://thenextweb.com/?p=1151197,2018-09-14T12:28:01Z
https://thenextweb.com/?p=1150469,2018-09-12T06:17:16Z
https://www.freetech4teachers.com/2018/09/two-new-google-classroom-features-that.html,2018-09-06T23:17:00Z
https://www.theguardian.com/fashion/2018/sep/07/how-to-wear-chequerboard-mature-skater-priya-elan,2018-09-07T12:00:08Z
https://www.smashingmagazine.com/2018/09/get-your-mobile-site-ready-for-the-2018-holiday-season/,2018-09-03T12:30:43Z
https://www.nature.com/articles/d41586-018-06201-x,2018-09-05T00:00:00Z
https://www.blog.google/products/search/oh-things-youll-find/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+blogspot%2FMKuf+%28The+Keyword+%7C+Official+Google+Blog%29,2018-09-26T14:00:00Z
https://www.businessinsider.com/amazon-echo-alexa-relentless-2018-9,2018-09-20T23:27:59Z
https://www.fastcompany.com/90234413/this-ai-generates-spookily-realistic-cityscapes?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcompany%2Fheadlines+%28Fast+Company%29,2018-09-12T10:00:49Z
https://blog.hubspot.com/marketing/parts-url,2018-09-25T10:00:00Z
https://www.wired.com/story/lyft-public-transit-app-zimmer-santa-monica/,2018-09-13T12:00:00Z
https://www.wired.com/story/kai-fu-lee-book-excerpt-robots-jobs/,2018-09-20T11:00:00Z
https://www.androidcentral.com/do-you-leaked-pixel-3-wallpapers,2018-09-27T12:13:54Z
https://www.theguardian.com/tv-and-radio/live/2018/sep/08/strictly-come-dancing-2018-launch-show-live,2018-09-08T17:59:18Z
https://www.androidpolice.com/2018/09/10/google-go-hits-10-million-installs-play-store-indicator-android-gos-success/,2018-09-10T18:01:23Z
http://techcrunch.com/2018/09/01/payday-startups-are-increasing-access-to-wages-but-is-make-any-day-payday-the-right-choice/,2018-09-01T19:30:17Z
http://techcrunch.com/2018/09/06/fido-alliance-adds-a-biometrics-certification-program-to-help-fight-spoofing/,2018-09-06T15:15:54Z
http://techcrunch.com/2018/09/04/meditation-app-headspace-bets-on-voice-and-a-i-with-alpine-ai-acquisition/,2018-09-05T03:24:26Z
https://www.windowscentral.com/tp-link-archer-c7-ac1750-wi-fi-router-vs-google-wifi-which-should-you-buy,2018-09-17T18:00:02Z
https://www.theguardian.com/careers/2018/sep/20/money-is-not-the-goal-the-rise-of-the-female-investor,2018-09-20T10:13:54Z
https://thenextweb.com/tech/2018/09/05/snapchat-spectacles-nico-veronica/,2018-09-05T22:57:12Z
https://thenextweb.com/plugged/2018/09/05/snapchat-spectacles-nico-veronica/,2018-09-05T22:57:12Z
https://thenextweb.com/?p=1149488,2018-09-07T08:33:18Z
https://thenextweb.com/?p=1150618,2018-09-13T07:09:34Z
https://tech.slashdot.org/story/18/09/12/1129224/european-parliament-votes-in-favor-of-controversial-copyright-laws,2018-09-12T11:30:00Z
https://www.cnet.com/news/sen-warner-more-tech-hearings-and-eventual-regulation-are-coming/,2018-09-07T00:15:32Z
